Date and Time     Completed      Estimated Time Left
06-01-2025 15:16      1%    1 days and   3 hours
06-01-2025 15:32      2%    1 days and   2 hours
06-01-2025 15:48      3%    1 days and   2 hours
06-01-2025 16:03      4%    1 days and   1 hours
06-01-2025 16:19      5%    1 days and   1 hours
06-01-2025 16:35      6%    1 days and   1 hours
06-01-2025 16:51      7%    1 days and   1 hours
06-01-2025 17:07      8%    1 days and   1 hours
06-01-2025 17:23      9%    1 days and   1 hours
06-01-2025 17:39     10%   23 hours and  47 minutes
06-01-2025 17:55     11%   23 hours and  32 minutes
06-01-2025 18:11     12%   23 hours and  17 minutes
06-01-2025 18:27     13%   23 hours and   1 minutes
06-01-2025 18:42     14%   22 hours and  43 minutes
06-01-2025 18:59     15%   22 hours and  29 minutes
06-01-2025 19:15     16%   22 hours and  14 minutes
06-01-2025 19:31     17%   21 hours and  58 minutes
06-01-2025 19:46     18%   21 hours and  42 minutes
06-01-2025 20:02     19%   21 hours and  23 minutes
06-01-2025 20:18     20%   21 hours and   9 minutes
06-01-2025 20:34     21%   20 hours and  56 minutes
06-01-2025 20:51     22%   20 hours and  41 minutes
06-01-2025 21:07     23%   20 hours and  27 minutes
06-01-2025 21:23     24%   20 hours and  11 minutes
06-01-2025 21:39     25%   19 hours and  55 minutes
06-01-2025 21:55     26%   19 hours and  40 minutes
06-01-2025 22:12     27%   19 hours and  25 minutes
06-01-2025 22:28     28%   19 hours and  11 minutes
06-01-2025 22:44     29%   18 hours and  55 minutes
06-01-2025 23:00     30%   18 hours and  39 minutes
06-01-2025 23:17     31%   18 hours and  24 minutes
06-01-2025 23:33     32%   18 hours and   8 minutes
06-01-2025 23:48     33%   17 hours and  51 minutes
07-01-2025 00:04     34%   17 hours and  34 minutes
07-01-2025 00:20     35%   17 hours and  18 minutes
07-01-2025 00:36     36%   17 hours and   3 minutes
07-01-2025 00:52     37%   16 hours and  47 minutes
07-01-2025 01:08     38%   16 hours and  31 minutes
07-01-2025 01:25     39%   16 hours and  16 minutes
07-01-2025 01:40     40%   15 hours and  59 minutes
07-01-2025 01:56     41%   15 hours and  42 minutes
07-01-2025 02:12     42%   15 hours and  27 minutes
07-01-2025 02:28     43%   15 hours and  11 minutes
07-01-2025 02:44     44%   14 hours and  55 minutes
07-01-2025 03:00     45%   14 hours and  39 minutes
07-01-2025 03:16     46%   14 hours and  22 minutes
07-01-2025 03:31     47%   14 hours and   6 minutes
07-01-2025 03:47     48%   13 hours and  50 minutes
07-01-2025 04:03     49%   13 hours and  34 minutes
07-01-2025 04:20     50%   13 hours and  19 minutes
07-01-2025 04:36     51%   13 hours and   3 minutes
07-01-2025 04:52     52%   12 hours and  47 minutes
07-01-2025 05:08     53%   12 hours and  31 minutes
07-01-2025 05:23     54%   12 hours and  15 minutes
07-01-2025 05:39     55%   11 hours and  58 minutes
07-01-2025 05:55     56%   11 hours and  43 minutes
07-01-2025 06:12     57%   11 hours and  27 minutes
07-01-2025 06:27     58%   11 hours and  11 minutes
07-01-2025 06:44     59%   10 hours and  55 minutes
07-01-2025 07:00     60%   10 hours and  39 minutes
07-01-2025 07:16     61%   10 hours and  23 minutes
07-01-2025 07:32     62%   10 hours and   7 minutes
07-01-2025 07:49     63%    9 hours and  52 minutes
07-01-2025 08:04     64%    9 hours and  35 minutes
07-01-2025 08:20     65%    9 hours and  19 minutes
07-01-2025 08:36     66%    9 hours and   3 minutes
07-01-2025 08:52     67%    8 hours and  47 minutes
07-01-2025 09:08     68%    8 hours and  31 minutes
07-01-2025 09:24     69%    8 hours and  15 minutes
07-01-2025 09:39     70%    7 hours and  59 minutes
07-01-2025 09:55     71%    7 hours and  43 minutes
07-01-2025 10:11     72%    7 hours and  27 minutes
07-01-2025 10:26     73%    7 hours and  11 minutes
07-01-2025 10:42     74%    6 hours and  54 minutes
07-01-2025 10:57     75%    6 hours and  38 minutes
07-01-2025 11:13     76%    6 hours and  22 minutes
07-01-2025 11:29     77%    6 hours and   6 minutes
07-01-2025 11:45     78%    5 hours and  50 minutes
07-01-2025 12:01     79%    5 hours and  34 minutes
07-01-2025 12:17     80%    5 hours and  19 minutes
07-01-2025 12:32     81%    5 hours and   3 minutes
07-01-2025 12:48     82%    4 hours and  46 minutes
07-01-2025 13:04     83%    4 hours and  30 minutes
07-01-2025 13:19     84%    4 hours and  14 minutes
07-01-2025 13:35     85%    3 hours and  59 minutes
07-01-2025 13:51     86%    3 hours and  43 minutes
07-01-2025 14:07     87%    3 hours and  27 minutes
07-01-2025 14:23     88%    3 hours and  11 minutes
07-01-2025 14:38     89%    2 hours and  55 minutes
07-01-2025 14:54     90%    2 hours and  39 minutes
07-01-2025 15:10     91%    2 hours and  23 minutes
07-01-2025 15:25     92%    2 hours and   7 minutes
07-01-2025 15:41     93%    1 hours and  51 minutes
07-01-2025 15:56     94%    1 hours and  35 minutes
07-01-2025 16:11     95%    1 hours and  19 minutes
07-01-2025 16:26     96%    1 hours and   3 minutes
07-01-2025 16:41     97%   47 minutes and 37 seconds
07-01-2025 16:56     98%   31 minutes and 44 seconds
07-01-2025 17:12     99%   15 minutes and 52 seconds
07-01-2025 17:27    100%    0 minutes and  0 seconds
