Date and Time     Completed      Estimated Time Left
01-01-2025 16:31      1%    1 days and   9 hours
01-01-2025 16:52      2%    1 days and  10 hours
01-01-2025 17:14      3%    1 days and  10 hours
01-01-2025 17:35      4%    1 days and  10 hours
01-01-2025 17:57      5%    1 days and  10 hours
01-01-2025 18:19      6%    1 days and  10 hours
01-01-2025 18:41      7%    1 days and  10 hours
01-01-2025 19:02      8%    1 days and   9 hours
01-01-2025 19:24      9%    1 days and   9 hours
01-01-2025 19:46     10%    1 days and   9 hours
01-01-2025 20:07     11%    1 days and   8 hours
01-01-2025 20:28     12%    1 days and   8 hours
01-01-2025 20:50     13%    1 days and   8 hours
01-01-2025 21:11     14%    1 days and   7 hours
01-01-2025 21:33     15%    1 days and   7 hours
01-01-2025 21:55     16%    1 days and   7 hours
